"Posted.Date","Facilities.Number","Rental.Price","House.Size","Floor","Area.Type","House.Locality","House.City","House.Furnishing","Tenant.Targeted","Bathroom.Number","Contact.Person","Rent.Per.Unit","Current.Floor","Total.Floor","Difference.Floor"
2022-05-11,2,8000,1000,"Ground out of 2","Super","Chinar Park, Rajarhat","Kolkata","Furnished","Bachelors/Family",1,"Owner",8,0,2,2
2022-05-27,2,18000,600,"Ground out of 3","Super","Bagha Jatin Pally","Kolkata","Semi-Furnished","Bachelors/Family",2,"Owner",30,0,3,3
2022-04-24,2,8000,750,"2 out of 4","Carpet","rishi aurobindo sarani neat NIOH hospital","Kolkata","Semi-Furnished","Bachelors/Family",2,"Owner",10.67,2,4,2
2022-05-10,2,7000,685,"2 out of 3","Super","Dum Dum Metro","Kolkata","Unfurnished","Bachelors/Family",1,"Agent",10.22,2,3,1
2022-05-24,1,6500,44,"Ground out of 1","Carpet","Baranagar","Kolkata","Furnished","Bachelors/Family",1,"Owner",147.73,0,1,1
2022-06-10,4,13000,1200,"Ground out of 2","Carpet","Tollygunge","Kolkata","Unfurnished","Bachelors/Family",1,"Owner",10.83,0,2,2
2022-05-05,2,9000,500,"Ground out of 2","Carpet","Airport Near Gate No. 21/2","Kolkata","Unfurnished","Bachelors",1,"Owner",18,0,2,2
2022-04-29,4,10000,1110,"2 out of 2","Carpet","Purbasa","Kolkata","Unfurnished","Bachelors/Family",2,"Owner",9.01,2,2,0
2022-05-05,2,12000,1000,"1 out of 3","Super","Jadavpur","Kolkata","Unfurnished","Bachelors/Family",2,"Owner",12,1,3,2
2022-06-26,2,5000,392,"Ground out of 2","Super","Jadavpur","Kolkata","Unfurnished","Bachelors/Family",1,"Owner",12.76,0,2,2
2022-05-09,2,6000,700,"1 out of 2","Super","Barasat-Barrackpore Road","Kolkata","Unfurnished","Bachelors/Family",1,"Owner",8.57,1,2,1
2022-05-19,1,5200,750,"2 out of 4","Super","Keshtopur","Kolkata","Unfurnished","Bachelors/Family",1,"Owner",6.93,2,4,2
2022-06-07,3,15000,1500,"1 out of 2","Super","Biren Roy Road (W) Chowrashtra Behala, Raja Rammohan Roy Road","Kolkata","Unfurnished","Family",2,"Owner",10,1,2,1
2022-04-29,2,9000,900,"Ground out of 1","Super","Keshtopur","Kolkata","Unfurnished","Bachelors/Family",2,"Owner",10,0,1,1
2022-07-03,1,24000,710,"1 out of 1","Super","Salt Lake City Sector 1","Kolkata","Furnished","Bachelors",1,"Agent",33.8,1,1,0
2022-05-26,1,5500,400,"Ground out of 3","Carpet","jadavpur central park east","Kolkata","Unfurnished","Bachelors/Family",1,"Owner",13.75,0,3,3
2022-06-24,1,10000,700,"1 out of 2","Carpet","Garia","Kolkata","Unfurnished","Bachelors",1,"Owner",14.29,1,2,1
2022-07-03,2,15000,1000,"Ground out of 2","Carpet","Tn Chatterjee Street","Kolkata","Semi-Furnished","Bachelors/Family",1,"Owner",15,0,2,2
2022-06-12,1,4700,250,"1 out of 2","Super","Kaikhali","Kolkata","Furnished","Bachelors/Family",1,"Owner",18.8,1,2,1
2022-05-14,1,5000,500,"Ground out of 3","Carpet","Bata Nagar","Kolkata","Semi-Furnished","Bachelors/Family",1,"Owner",10,0,3,3
2022-05-20,2,5000,450,"2 out of 2","Carpet","Birati","Kolkata","Semi-Furnished","Bachelors/Family",1,"Owner",11.11,2,2,0
2022-06-27,3,15000,1400,"1 out of 3","Super","Survey Park","Kolkata","Unfurnished","Bachelors/Family",1,"Owner",10.71,1,3,2
2022-05-14,1,5000,500,"1 out of 1","Carpet","Bata Nagar","Kolkata","Semi-Furnished","Bachelors/Family",1,"Owner",10,1,1,0
2022-06-17,2,6000,700,"Ground out of 1","Carpet","Hatiara Extention","Kolkata","Unfurnished","Bachelors/Family",1,"Owner",8.57,0,1,1
2022-06-04,3,18000,1200,"1 out of 3","Carpet","Salt Lake City Sector 1","Kolkata","Semi-Furnished","Bachelors/Family",1,"Owner",15,1,3,2
2022-06-21,2,8000,450,"1 out of 2","Carpet","Andul","Kolkata","Unfurnished","Bachelors",1,"Owner",17.78,1,2,1
2022-06-23,1,13000,500,"2 out of 2","Carpet","Salt Lake City Sector 2","Kolkata","Furnished","Bachelors",1,"Agent",26,2,2,0
2022-07-02,2,7500,400,"Ground out of 1","Carpet","locality","Kolkata","Unfurnished","Bachelors/Family",1,"Owner",18.75,0,1,1
2022-04-24,3,12000,1000,"Ground out of 1","Super","Khardah","Kolkata","Unfurnished","Bachelors/Family",2,"Owner",12,0,1,1
2022-06-04,2,11000,750,"Ground out of 1","Carpet","Parnasree Pally","Kolkata","Unfurnished","Bachelors",1,"Owner",14.67,0,1,1
2022-06-24,1,6000,450,"Ground out of 2","Super","Baghajatin","Kolkata","Unfurnished","Family",1,"Owner",13.33,0,2,2
2022-06-19,3,20000,1000,"1 out of 2","Carpet","Salt Lake City Sector 3","Kolkata","Unfurnished","Bachelors",2,"Agent",20,1,2,1
2022-07-03,2,7000,500,"1 out of 1","Carpet","sarsuna banerjee para","Kolkata","Unfurnished","Bachelors",2,"Owner",14,1,1,0
2022-06-19,4,30000,1600,"Ground out of 1","Carpet","Salt Lake City Sector 3","Kolkata","Unfurnished","Bachelors",2,"Agent",18.75,0,1,1
2022-07-02,2,7500,550,"Ground out of 1","Carpet","Near Seven Tanks Road Dumdum Station","Kolkata","Unfurnished","Bachelors",1,"Owner",13.64,0,1,1
2022-06-21,1,6500,550,"1 out of 2","Super","Jyangra","Kolkata","Unfurnished","Bachelors/Family",2,"Owner",11.82,1,2,1
2022-06-04,1,3000,200,"2 out of 3","Super","Barasat","Kolkata","Unfurnished","Bachelors/Family",1,"Owner",15,2,3,1
2022-06-30,2,5200,650,"1 out of 2","Carpet","Sukchar","Kolkata","Unfurnished","Bachelors",1,"Owner",8,1,2,1
2022-06-22,2,25000,1000,"1 out of 1","Super","Tagore Park, Kasba","Kolkata","Furnished","Bachelors/Family",2,"Owner",25,1,1,0
2022-05-27,2,12500,680,"Ground out of 2","Carpet","Barrackpore","Kolkata","Unfurnished","Bachelors/Family",2,"Owner",18.38,0,2,2
2022-06-17,2,8500,720,"Ground out of 1","Carpet","Silpara, Purba Barisha","Kolkata","Unfurnished","Bachelors/Family",2,"Owner",11.81,0,1,1
2022-06-20,2,3500,500,"4 out of 5","Carpet","Konnagar","Kolkata","Unfurnished","Bachelors",1,"Owner",7,4,5,1
2022-06-30,2,7000,800,"Ground out of 2","Super","Madhyam Gram","Kolkata","Unfurnished","Bachelors/Family",1,"Owner",8.75,0,2,2
2022-05-19,1,3000,160,"Ground out of 1","Super","Kudghat, Ashok Nagar","Kolkata","Unfurnished","Bachelors/Family",1,"Owner",18.75,0,1,1
2022-06-19,2,14000,1200,"1 out of 2","Carpet","Salt Lake City Sector 5","Kolkata","Unfurnished","Bachelors/Family",2,"Agent",11.67,1,2,1
2022-06-17,1,18000,700,"Ground out of 4","Super","Salt Lake City Sector 3","Kolkata","Furnished","Bachelors/Family",1,"Owner",25.71,0,4,4
2022-06-13,1,3500,1000,"Ground out of 1","Super","Dum Dum Cantonment","Kolkata","Semi-Furnished","Bachelors/Family",1,"Owner",3.5,0,1,1
2022-06-16,2,16000,1250,"Ground out of 1","Super","Kasba","Kolkata","Unfurnished","Bachelors/Family",2,"Agent",12.8,0,1,1
2022-05-06,4,35000,1600,"Ground out of 3","Super","Salt Lake City","Kolkata","Unfurnished","Bachelors/Family",3,"Owner",21.88,0,3,3
2022-06-04,2,21000,700,"Ground out of 2","Super","Lake Gardens","Kolkata","Semi-Furnished","Bachelors/Family",1,"Owner",30,0,2,2
2022-06-16,1,4500,450,"Ground out of 2","Super","Silpara, Purba Barisha","Kolkata","Unfurnished","Bachelors/Family",1,"Owner",10,0,2,2
2022-06-04,2,15000,839,"1 out of 3","Super","Howrah","Kolkata","Semi-Furnished","Bachelors/Family",2,"Owner",17.88,1,3,2
2022-07-01,1,4500,230,"Ground out of 3","Super","Birati","Kolkata","Unfurnished","Bachelors/Family",1,"Owner",19.57,0,3,3
2022-05-06,1,5500,1800,"Ground out of 2","Super","Baranagar","Kolkata","Unfurnished","Bachelors/Family",1,"Owner",3.06,0,2,2
2022-05-10,2,8500,800,"1 out of 2","Super","Baguihati","Kolkata","Unfurnished","Bachelors/Family",2,"Owner",10.62,1,2,1
2022-05-27,1,5000,500,"Ground out of 1","Carpet","BRAHMAPUR NEAR BANSDRONI","Kolkata","Semi-Furnished","Bachelors/Family",1,"Owner",10,0,1,1
2022-05-22,2,8500,620,"Ground out of 1","Carpet","Kasba","Kolkata","Unfurnished","Bachelors",1,"Owner",13.71,0,1,1
2022-04-24,2,9000,650,"2 out of 3","Carpet","tollygunge Kabardanga","Kolkata","Unfurnished","Bachelors/Family",1,"Owner",13.85,2,3,1
2022-05-23,1,7500,550,"1 out of 2","Super","Naktala, Garia","Kolkata","Semi-Furnished","Bachelors/Family",1,"Agent",13.64,1,2,1
2022-04-23,2,7000,450,"1 out of 3","Carpet","safuipara","Kolkata","Furnished","Bachelors",2,"Owner",15.56,1,3,2
2022-04-24,3,15000,1350,"1 out of 2","Carpet","Annapurna Apartment, Rajarhat Chowmatha","Kolkata","Unfurnished","Family",2,"Owner",11.11,1,2,1
2022-05-06,2,7000,600,"2 out of 2","Super","Park Circus, Ballygunge","Kolkata","Semi-Furnished","Bachelors/Family",2,"Owner",11.67,2,2,0
2022-05-31,3,10000,1200,"2 out of 4","Super","Belghoria","Kolkata","Furnished","Bachelors/Family",1,"Owner",8.33,2,4,2
2022-06-25,2,7000,700,"1 out of 2","Super","Haridevpur, Paschim Putiary","Kolkata","Unfurnished","Bachelors/Family",1,"Agent",10,1,2,1
2022-06-27,3,3200,800,"1 out of 3","Carpet","Bhawanipur","Kolkata","Furnished","Bachelors/Family",2,"Owner",4,1,3,2
2022-06-19,2,6000,600,"Ground out of 3","Carpet","Santoshpur","Kolkata","Semi-Furnished","Bachelors/Family",1,"Owner",10,0,3,3
2022-06-19,2,12000,900,"1 out of 3","Super","Tollygunge","Kolkata","Unfurnished","Bachelors/Family",2,"Owner",13.33,1,3,2
2022-05-31,2,6000,750,"Ground out of 1","Super","Behala","Kolkata","Unfurnished","Bachelors/Family",1,"Owner",8,0,1,1
2022-07-01,3,10000,1250,"1 out of 2","Super","Jaffarpore Rifle Range Road","Kolkata","Unfurnished","Bachelors/Family",2,"Owner",8,1,2,1
2022-05-31,3,12000,1000,"2 out of 2","Super","Dariya","Kolkata","Semi-Furnished","Bachelors/Family",3,"Owner",12,2,2,0
2022-06-03,2,8000,600,"Ground out of 2","Super","Howrah","Kolkata","Semi-Furnished","Bachelors/Family",1,"Owner",13.33,0,2,2
2022-06-30,2,5300,650,"1 out of 1","Carpet","Sodepur","Kolkata","Unfurnished","Bachelors/Family",1,"Owner",8.15,1,1,0
2022-06-24,2,5000,450,"2 out of 3","Carpet","Liluah","Kolkata","Unfurnished","Bachelors",1,"Owner",11.11,2,3,1
2022-06-11,3,8500,800,"Ground out of 2","Super","Near DumDum Metro","Kolkata","Unfurnished","Bachelors/Family",2,"Owner",10.62,0,2,2
2022-06-19,3,22000,1000,"Ground out of 3","Carpet","Sukanta Nagar, New Barrakpur","Kolkata","Semi-Furnished","Bachelors/Family",2,"Owner",22,0,3,3
2022-06-19,2,7000,1000,"Ground out of 3","Super","Kumarpara, Narendrapur","Kolkata","Unfurnished","Bachelors/Family",1,"Owner",7,0,3,3
2022-06-25,3,25000,1400,"5 out of 5","Carpet","Salt Lake City","Kolkata","Furnished","Bachelors",3,"Agent",17.86,5,5,0
2022-06-11,2,7000,600,"1 out of 4","Carpet","Barrackpore","Kolkata","Semi-Furnished","Bachelors",1,"Owner",11.67,1,4,3
2022-06-13,2,15000,723,"Ground out of 3","Carpet","Narendrapur","Kolkata","Furnished","Family",1,"Owner",20.75,0,3,3
2022-06-19,1,6000,320,"Ground out of 2","Carpet","Sahid Nagar","Kolkata","Unfurnished","Bachelors/Family",1,"Owner",18.75,0,2,2
2022-06-17,2,8000,900,"Ground out of 3","Super","Belghoria","Kolkata","Semi-Furnished","Bachelors/Family",1,"Owner",8.89,0,3,3
2022-05-27,3,40000,1400,"Ground out of 2","Carpet","Salt Lake City Sector 2","Kolkata","Furnished","Bachelors/Family",2,"Agent",28.57,0,2,2
2022-06-24,1,6000,2160,"1 out of 2","Super","Kasba","Kolkata","Semi-Furnished","Bachelors",1,"Owner",2.78,1,2,1
2022-06-22,2,15000,650,"Ground out of 2","Carpet","kasba bosepukur","Kolkata","Semi-Furnished","Bachelors/Family",1,"Owner",23.08,0,2,2
2022-06-16,2,6500,800,"1 out of 1","Super","Kanchrapara","Kolkata","Semi-Furnished","Bachelors/Family",1,"Owner",8.12,1,1,0
2022-06-08,3,8000,800,"2 out of 3","Super","Bansdroni","Kolkata","Semi-Furnished","Bachelors/Family",1,"Owner",10,2,3,1
2022-05-05,1,5500,500,"Ground out of 2","Carpet","Garia Station, Garia","Kolkata","Unfurnished","Bachelors/Family",1,"Owner",11,0,2,2
2022-06-28,3,9000,1700,"1 out of 2","Super","Panchanantala Road","Kolkata","Semi-Furnished","Bachelors/Family",2,"Owner",5.29,1,2,1
2022-04-27,1,6000,130,"Ground out of 2","Carpet","Bow Bazar","Kolkata","Semi-Furnished","Bachelors/Family",1,"Owner",46.15,0,2,2
2022-05-14,1,15000,505,"Ground out of 3","Super","Kasba","Kolkata","Furnished","Bachelors/Family",1,"Owner",29.7,0,3,3
2022-07-04,4,30000,4000,"Ground out of 3","Super","Sakher Bazar, Purba Barisha","Kolkata","Furnished","Bachelors/Family",3,"Agent",7.5,0,3,3
2022-05-22,3,30000,1250,"Ground out of 2","Super","New Alipore","Kolkata","Unfurnished","Bachelors/Family",2,"Owner",24,0,2,2
2022-06-15,1,5000,700,"Ground out of 2","Carpet","My Own House","Kolkata","Unfurnished","Bachelors/Family",1,"Owner",7.14,0,2,2
2022-06-12,2,15000,900,"Ground out of 1","Super","Park Circus, Ballygunge","Kolkata","Unfurnished","Bachelors",1,"Owner",16.67,0,1,1
2022-06-26,1,6500,650,"1 out of 1","Super","Joka","Kolkata","Semi-Furnished","Bachelors/Family",1,"Owner",10,1,1,0
2022-06-29,2,4500,750,"Ground out of 1","Super","Azadgarh","Kolkata","Furnished","Bachelors/Family",1,"Owner",6,0,1,1
2022-05-07,2,7000,450,"Ground out of 3","Carpet","Mandirtala","Kolkata","Unfurnished","Bachelors/Family",1,"Owner",15.56,0,3,3
2022-06-25,1,6500,350,"1 out of 2","Carpet","Dhakuria","Kolkata","Semi-Furnished","Bachelors/Family",1,"Owner",18.57,1,2,1
2022-06-12,1,17500,480,"1 out of 2","Carpet","Rabindra Sarovar Metro","Kolkata","Furnished","Bachelors",2,"Owner",36.46,1,2,1
2022-06-18,2,10000,900,"Ground out of 3","Super","Garia","Kolkata","Unfurnished","Bachelors/Family",1,"Owner",11.11,0,3,3
2022-05-24,1,1500,200,"Ground out of 2","Super","Santoshpur","Kolkata","Semi-Furnished","Bachelors/Family",1,"Owner",7.5,0,2,2
2022-06-06,3,25000,1100,"2 out of 3","Super","Regent Estate, Bijoygarh","Kolkata","Unfurnished","Bachelors/Family",3,"Owner",22.73,2,3,1
2022-04-28,2,12000,800,"1 out of 2","Carpet","Kasba","Kolkata","Unfurnished","Bachelors/Family",1,"Owner",15,1,2,1
2022-06-05,3,7500,1000,"Ground out of 2","Carpet","south station pally dankuni","Kolkata","Furnished","Bachelors/Family",2,"Owner",7.5,0,2,2
2022-06-11,1,7000,800,"1 out of 2","Carpet","Kumargali","Kolkata","Unfurnished","Bachelors/Family",1,"Owner",8.75,1,2,1
2022-06-29,1,3500,200,"Upper Basement out of 4","Super","Baguihati","Kolkata","Semi-Furnished","Bachelors/Family",1,"Owner",17.5,-1,4,5
2022-06-26,3,10000,1190,"1 out of 2","Carpet","Sarsuna","Kolkata","Unfurnished","Bachelors/Family",2,"Owner",8.4,1,2,1
2022-05-17,2,14000,900,"Ground out of 2","Carpet","Salt Lake City","Kolkata","Unfurnished","Bachelors",2,"Agent",15.56,0,2,2
2022-05-28,2,15000,1500,"Ground out of 2","Super","Garia","Kolkata","Unfurnished","Bachelors/Family",2,"Owner",10,0,2,2
2022-05-15,2,6500,600,"2 out of 3","Super","Thakurpukur","Kolkata","Unfurnished","Bachelors/Family",1,"Owner",10.83,2,3,1
2022-05-14,3,10000,800,"Ground out of 4","Super","Brahmapur","Kolkata","Unfurnished","Bachelors/Family",1,"Owner",12.5,0,4,4
2022-05-09,2,10500,800,"1 out of 2","Carpet","Santoshpur","Kolkata","Unfurnished","Family",2,"Owner",13.12,1,2,1
2022-06-11,3,10000,900,"Ground out of 3","Carpet","Garia","Kolkata","Semi-Furnished","Bachelors/Family",2,"Owner",11.11,0,3,3
2022-04-24,1,5000,350,"Ground out of 3","Carpet","Purba Barisha","Kolkata","Semi-Furnished","Bachelors/Family",1,"Owner",14.29,0,3,3
2022-06-29,2,9000,800,"Ground out of 2","Carpet","Sodepur","Kolkata","Unfurnished","Bachelors/Family",1,"Owner",11.25,0,2,2
2022-06-23,2,20000,1600,"Ground out of 3","Carpet","Jadavpur University","Kolkata","Unfurnished","Bachelors",2,"Owner",12.5,0,3,3
2022-05-12,3,35000,1012,"2 out of 3","Carpet","Salt Lake City Sector 1","Kolkata","Semi-Furnished","Bachelors/Family",2,"Owner",34.58,2,3,1
2022-04-29,3,15000,1200,"Ground out of 2","Carpet","Pathak Para, Behala","Kolkata","Unfurnished","Bachelors",2,"Owner",12.5,0,2,2
2022-04-23,2,20000,700,"1 out of 2","Super","Salt Lake City Sector 1","Kolkata","Furnished","Bachelors/Family",1,"Owner",28.57,1,2,1
2022-05-09,2,12000,1000,"1 out of 3","Super","Behala","Kolkata","Semi-Furnished","Bachelors/Family",1,"Owner",12,1,3,2
2022-06-30,2,8000,800,"Ground out of 3","Carpet","Thakurpukur","Kolkata","Unfurnished","Bachelors",1,"Owner",10,0,3,3
2022-05-05,1,3000,500,"Ground out of 1","Super","Hatiara","Kolkata","Semi-Furnished","Bachelors/Family",1,"Owner",6,0,1,1
2022-05-20,3,20000,1200,"Ground out of 1","Carpet","Haridevpur, Paschim Putiary","Kolkata","Semi-Furnished","Bachelors",2,"Owner",16.67,0,1,1
2022-06-10,1,9000,450,"Ground out of 2","Carpet","Salt Lake City Sector 2","Kolkata","Unfurnished","Bachelors",1,"Agent",20,0,2,2
2022-06-25,3,13000,950,"Ground out of 2","Carpet","Rabindrapally, Garia","Kolkata","Unfurnished","Bachelors/Family",2,"Owner",13.68,0,2,2
2022-06-30,1,7000,350,"Ground out of 2","Carpet","Salt Lake City Sector 5","Kolkata","Unfurnished","Bachelors/Family",1,"Agent",20,0,2,2
2022-06-03,1,9000,450,"Ground out of 3","Carpet","Salt Lake City Sector 5","Kolkata","Unfurnished","Bachelors/Family",1,"Agent",20,0,3,3
2022-05-03,1,9000,550,"Ground out of 2","Carpet","Bangur Avenue, Lake Town","Kolkata","Semi-Furnished","Bachelors",1,"Owner",16.36,0,2,2
2022-05-19,2,10000,300,"Ground out of 1","Carpet","Keshtopur","Kolkata","Unfurnished","Bachelors",1,"Owner",33.33,0,1,1
2022-05-09,3,15000,1250,"Ground out of 3","Super","Sakher Bazar, Purba Barisha","Kolkata","Semi-Furnished","Bachelors/Family",2,"Owner",12,0,3,3
2022-06-22,2,7000,700,"2 out of 3","Super","Garia","Kolkata","Unfurnished","Bachelors/Family",1,"Owner",10,2,3,1
2022-05-31,3,8000,812,"Ground out of 3","Super","Hooghly","Kolkata","Unfurnished","Bachelors/Family",2,"Owner",9.85,0,3,3
2022-06-21,2,8000,550,"Ground out of 2","Super","Kalabagan, Tollygunge","Kolkata","Unfurnished","Bachelors/Family",1,"Owner",14.55,0,2,2
2022-06-22,1,5000,500,"Ground out of 1","Super","Rishra","Kolkata","Semi-Furnished","Bachelors/Family",1,"Owner",10,0,1,1
2022-06-23,1,14000,320,"1 out of 2","Carpet","Action Area 3, Rajarhat Newtown","Kolkata","Furnished","Bachelors",1,"Owner",43.75,1,2,1
2022-05-05,2,5000,600,"Ground out of 2","Super","Anandapuri, Barrackpore","Kolkata","Unfurnished","Bachelors/Family",1,"Owner",8.33,0,2,2
2022-06-01,2,5000,420,"Ground out of 2","Carpet","Barasat","Kolkata","Unfurnished","Bachelors",1,"Owner",11.9,0,2,2
2022-06-29,3,12000,1100,"Ground out of 2","Super","Rabindrapally Kestopur","Kolkata","Unfurnished","Bachelors",1,"Owner",10.91,0,2,2
2022-06-29,1,3200,220,"3 out of 4","Super","Sodepur","Kolkata","Unfurnished","Bachelors/Family",1,"Owner",14.55,3,4,1
2022-06-10,2,8500,700,"Ground out of 2","Carpet","Nungi More","Kolkata","Semi-Furnished","Bachelors/Family",2,"Owner",12.14,0,2,2
2022-06-06,3,16000,1200,"Ground out of 2","Carpet","Baishnabghata, Garia","Kolkata","Unfurnished","Bachelors/Family",2,"Agent",13.33,0,2,2
2022-05-23,2,14000,800,"Ground out of 3","Carpet","Santoshpur - EM Bypass","Kolkata","Unfurnished","Bachelors/Family",2,"Owner",17.5,0,3,3
2022-06-16,1,8000,300,"Ground out of 1","Carpet","Bansdroni","Kolkata","Furnished","Bachelors",1,"Agent",26.67,0,1,1
2022-05-26,2,7000,650,"Ground out of 2","Carpet","Baruipur","Kolkata","Unfurnished","Bachelors/Family",1,"Owner",10.77,0,2,2
2022-05-30,1,8000,600,"1 out of 2","Super","Garia","Kolkata","Furnished","Bachelors/Family",1,"Owner",13.33,1,2,1
2022-06-08,1,3000,350,"Ground out of 3","Super","Belghoria","Kolkata","Unfurnished","Bachelors/Family",1,"Owner",8.57,0,3,3
2022-06-14,1,3800,500,"1 out of 3","Carpet","Nalta","Kolkata","Unfurnished","Bachelors",1,"Owner",7.6,1,3,2
2022-06-10,1,6500,400,"1 out of 1","Super","Vivek Nagar, Garfa","Kolkata","Unfurnished","Bachelors/Family",1,"Owner",16.25,1,1,0
2022-05-04,3,20000,1750,"Ground out of 3","Super","Kalindi","Kolkata","Semi-Furnished","Bachelors/Family",3,"Owner",11.43,0,3,3
2022-05-04,3,30000,1600,"3 out of 3","Super","Ballygunge","Kolkata","Unfurnished","Bachelors/Family",2,"Owner",18.75,3,3,0
2022-06-13,1,8000,300,"Ground out of 2","Carpet","Salt Lake City Sector 5","Kolkata","Semi-Furnished","Bachelors/Family",1,"Agent",26.67,0,2,2
2022-06-25,2,14000,1100,"1 out of 3","Super","Survey park, Santoshpur, kolkata","Kolkata","Semi-Furnished","Bachelors/Family",2,"Owner",12.73,1,3,2
2022-06-22,2,7200,830,"Ground out of 3","Super","Sodepur","Kolkata","Unfurnished","Bachelors/Family",1,"Owner",8.67,0,3,3
2022-05-20,2,7000,600,"Ground out of 2","Carpet","2 BHK","Kolkata","Semi-Furnished","Bachelors/Family",2,"Owner",11.67,0,2,2
2022-06-01,1,7000,500,"1 out of 2","Super","Baranagar","Kolkata","Unfurnished","Bachelors",2,"Owner",14,1,2,1
2022-06-29,2,7500,900,"1 out of 2","Carpet","Dum Dum Cantonment","Kolkata","Unfurnished","Bachelors/Family",1,"Owner",8.33,1,2,1
2022-06-30,2,8500,1250,"Ground out of 1","Carpet","Barasat","Kolkata","Unfurnished","Family",2,"Owner",6.8,0,1,1
2022-06-03,2,12000,700,"Ground out of 2","Carpet","Salt Lake City Sector 2","Kolkata","Unfurnished","Bachelors",1,"Agent",17.14,0,2,2
2022-06-22,1,8500,850,"Ground out of 1","Carpet","Dakshineswar","Kolkata","Unfurnished","Bachelors",2,"Owner",10,0,1,1
2022-06-29,2,9500,550,"Ground out of 1","Carpet","Garia Station, Garia","Kolkata","Unfurnished","Bachelors/Family",1,"Owner",17.27,0,1,1
2022-06-30,2,7500,550,"Ground out of 1","Carpet","New Garia Metro, New Garia","Kolkata","Furnished","Bachelors/Family",2,"Owner",13.64,0,1,1
2022-06-15,2,12000,1200,"Ground out of 1","Super","Hati Bagan - Bansdroni","Kolkata","Unfurnished","Bachelors/Family",1,"Owner",10,0,1,1
2022-06-15,3,20000,1100,"Ground out of 1","Carpet","Salt Lake City Sector 2","Kolkata","Unfurnished","Bachelors",2,"Agent",18.18,0,1,1
2022-06-29,2,8500,650,"Ground out of 1","Super","Howrah","Kolkata","Semi-Furnished","Bachelors/Family",1,"Owner",13.08,0,1,1
2022-06-15,3,20000,1050,"Ground out of 1","Carpet","Salt Lake City Sector 2","Kolkata","Unfurnished","Bachelors",2,"Agent",19.05,0,1,1
2022-05-20,2,6000,960,"Ground out of 2","Super","Dum Dum","Kolkata","Semi-Furnished","Bachelors/Family",2,"Owner",6.25,0,2,2
2022-05-30,2,5500,650,"1 out of 1","Carpet","Joka","Kolkata","Unfurnished","Bachelors/Family",2,"Owner",8.46,1,1,0
2022-05-21,1,7000,550,"Ground out of 2","Super","Kasba","Kolkata","Semi-Furnished","Bachelors/Family",1,"Owner",12.73,0,2,2
